"","Checking or savings account","Credit card or prepaid card","Credit reporting, credit repair services, or other personal consumer reports","Debt collection","Money transfer, virtual currency, or money service","Mortgage","Payday loan, title loan, or personal loan","Student loan","Vehicle loan or lease"
"ackowledges",0,0,1,0,0,0,0,0,0
"ackward",0,1,0,0,0,0,0,0,0
"aclu",2,0,0,0,0,0,0,0,0
"acm",0,0,1,1,0,0,0,0,0
"acnt",1,0,3,0,0,0,0,0,0
"acocunt",1,0,4,0,1,1,0,0,0
"acomplaint",0,1,0,0,0,0,0,0,0
"acoording",0,0,0,0,0,0,1,0,0
"acoount",1,0,12,0,2,0,0,0,0
"acoounts",0,0,2,0,0,0,0,0,0
"acopia",0,0,0,0,0,1,0,0,0
"acopy",0,0,0,0,0,1,0,0,0
"acorn",4,0,0,0,1,0,0,0,0
"acorns",1,0,0,0,0,0,0,0,0
"acoun",1,0,0,0,0,0,0,0,0
"acounnt",0,0,2,0,0,0,0,0,0
"acount",14,17,31,17,1,5,4,0,2
"acounts",1,0,31,7,0,0,0,0,0
"acouple",0,0,3,0,0,0,0,0,0
"acourding",0,0,0,1,0,0,0,0,0
"acq",0,2,0,0,0,0,0,0,0
"acquaint",0,0,0,0,0,2,0,0,0
"acquaintance",5,5,6,9,4,0,0,0,1
"acquiesce",2,1,8,1,0,2,1,0,0
"acquiesced",0,1,0,0,0,0,0,0,0
"acquiescenc",0,0,0,1,0,0,0,0,0
"acquiescence",0,1,1,224,0,4,0,0,1
"acquiesence",0,0,0,1,0,0,0,0,0
"acquire",36,66,1836,284,14,242,20,32,35
"acquired",0,0,0,0,0,1,0,1,0
"acquirer",1,1,0,1,0,1,0,0,0
"acquires",0,0,0,0,0,1,0,0,0
"acquisition",12,6,60,209,0,30,4,0,1
"acquistion",0,1,1,0,0,0,0,0,0
"acquit",0,0,0,1,0,1,0,0,0
"acquite",0,1,0,0,0,0,0,0,0
"acquittance",0,0,3,7,0,0,0,0,0
"acqusition",0,0,0,1,0,1,0,0,0
"acr",0,0,1,1,0,0,0,0,0
"acrds",0,1,0,0,0,0,0,0,0
"acre",0,0,0,2,0,49,0,0,0
"acreage",0,0,0,0,0,4,0,0,0
"acredit",2,1,1,0,0,0,0,0,0
"acres",0,0,0,0,0,3,0,0,1
"acrimonious",0,0,0,1,0,0,0,0,0
"acrion",0,0,0,0,0,0,0,0,1
"acrobat",0,0,0,0,0,1,0,0,0
"acron",0,0,0,0,1,0,0,0,0
"acronym",1,6,9,2,0,0,0,0,0
"acronyms",0,1,3,0,0,0,0,0,0
"across",80,117,361,110,32,87,12,33,23
"acrued",0,0,1,0,0,0,0,0,1
"acruing",0,1,0,0,0,1,0,0,0
"acs",0,0,4,7,0,0,0,19,0
"acsi",0,0,0,13,0,0,0,0,0
"acsis",0,0,0,4,0,0,0,0,0
"act",507,1161,19053,5306,136,1552,187,405,323
"actby",0,0,0,0,0,0,1,0,0
"actcounting",0,0,0,0,0,1,0,0,0
"actcovid",0,0,0,0,0,0,0,1,0
"actdefamation",0,0,0,1,0,0,0,0,0
"acted",0,0,0,0,1,1,0,0,0
"acter",0,0,0,0,0,0,0,1,0
"acti",0,0,1,0,0,0,0,0,0
"actin",0,0,4,0,0,0,0,0,0
"acting",3,2,3,4,2,5,2,0,0
"actio",0,1,1,0,0,0,0,0,0
"action",660,1167,7973,3244,285,1069,188,201,276
"actiona",0,1,0,0,0,0,0,0,0
"actionable",2,3,20,10,0,7,0,0,1
"actioning",1,0,0,0,0,0,0,0,0
"actionsafter",0,0,0,0,0,1,0,0,0
"actionsfirst",0,0,1,0,0,0,0,0,0
"actionshence",0,0,0,3,0,0,0,0,0
"actionsxxxx",0,0,2,0,0,0,0,0,0
"actitud",0,0,1,0,0,0,0,0,0
"activate",136,791,168,51,44,20,0,8,11
"activated",3,5,6,1,0,0,0,0,1
"activates",0,1,0,0,0,0,0,0,0
"activating",0,3,0,0,1,0,0,0,0
"activation",20,92,5,14,11,4,0,0,0
"active",147,261,994,263,55,227,23,26,37
"actived",0,2,3,0,0,0,0,0,0
"activehours",1,0,0,0,0,0,0,0,0
"actively",25,48,129,54,16,58,4,10,11
"activeties",0,0,0,1,0,0,0,0,0
"activies",0,0,0,2,0,0,0,0,0
"activitated",0,0,0,1,0,0,0,0,0
"activites",0,0,3,0,0,0,0,0,0
"activity",999,864,3136,1233,348,319,51,44,60
"activley",0,0,0,1,0,0,0,0,0
"activtiies",0,1,0,0,0,0,0,0,0
"activtivley",0,0,0,1,0,0,0,0,0
"activus",0,0,0,0,0,2,0,0,0
"acton",0,0,1,2,0,0,0,0,0
"actor",1,7,13,13,3,4,0,1,0
"actprohibit",0,0,3,0,0,0,0,0,0
"actt",0,0,1,1,0,0,0,0,0
"actual",174,381,1029,569,91,369,55,71,87
"actualdamages",0,0,0,0,0,1,0,0,0
"actualdamagesare",0,0,0,0,0,1,0,0,0
"actuality",10,11,10,3,0,7,1,3,4
"actuall",0,0,1,0,0,1,0,0,0
"actually",400,737,1502,675,160,693,101,187,170
"actuals",0,1,0,3,0,1,0,0,0
"actualy",0,0,0,0,1,1,0,0,0
"actuarial",0,0,0,0,0,0,0,1,0
"actuary",0,0,1,0,0,1,0,0,0
"actuate",0,0,0,0,0,0,0,0,1
"actul",0,0,0,0,0,0,0,1,0
"actwhich",0,0,1,0,0,0,0,0,0
"actxxxx",0,0,1,0,0,0,0,0,0
"acu",4,0,0,0,0,0,0,0,14
"acual",0,0,0,0,0,1,0,0,0
"acually",0,0,0,3,0,0,0,0,0
"acuired",0,0,3,0,0,0,0,0,0
"acumen",0,2,0,2,1,0,0,0,1
"acuquiecense",0,0,0,1,0,0,0,0,0
"acura",0,0,4,3,0,0,0,0,4
"acuras",0,0,1,0,0,0,0,0,0
"acurated",0,1,0,0,0,0,0,0,0
"acured",0,0,0,0,0,1,0,0,0
"acurres",0,0,0,0,0,0,1,0,0
"acus",0,0,0,0,0,0,0,0,1
"acutally",1,0,3,1,0,0,0,0,0
"acute",0,1,9,1,0,3,0,0,0
"acutely",0,1,4,1,0,0,0,0,0
"acutual",0,0,1,0,0,0,0,0,0
"acuturate",0,0,0,1,0,0,0,0,0
"acv",0,0,0,0,0,0,0,0,1
"acxxxx",0,1,2,0,0,2,0,0,0
"ada",12,32,30,14,0,12,5,1,4
"adaaa",0,0,0,0,0,0,0,0,1
"adamant",7,12,8,17,4,17,2,4,5
"adamantly",4,6,14,5,2,6,2,0,2
"adament",1,0,0,0,0,0,0,0,0
"adamite",1,0,0,0,0,0,0,0,0
"adantage",0,0,4,0,0,0,0,0,0
"adapt",2,2,8,2,1,3,0,0,0
"adapter",0,0,1,0,0,0,0,0,0
"adas",0,0,0,1,0,0,0,0,0
"adastra",0,0,0,2,0,0,0,0,0
"adavantage",0,1,0,0,0,0,0,0,0
"adavnced",0,0,0,1,0,0,0,0,0
"aday",0,0,0,0,0,0,1,0,0
"adayxx",1,0,0,0,0,0,0,0,0
"adbdicated",1,0,0,0,0,0,0,0,0
"adcises",0,0,0,0,0,1,0,0,0
"add",541,1296,3472,1462,347,1517,186,270,395
"addd",0,0,0,1,0,0,0,0,0
"addding",0,0,2,0,0,0,0,0,0
"addditional",0,1,0,0,0,0,0,0,0
"adddress",0,1,0,0,0,0,0,0,0
"added",8,41,66,102,4,63,8,9,17
"addedbystats",0,1,0,0,0,0,0,0,0
"addedhaving",0,0,0,0,0,0,0,1,0
"addenda",0,0,0,1,0,1,0,0,0
"addendum",13,15,42,20,1,50,1,5,6
"addendums",0,0,3,1,0,0,0,0,0
"addess",0,0,2,1,0,0,0,0,0
"addi",0,0,0,0,0,0,0,1,0
"addict",1,0,5,0,0,0,0,1,0
"addiction",0,1,1,1,0,1,0,0,0
"addictive",0,0,0,1,0,0,0,0,0
"addiion",0,0,2,0,0,0,0,0,0
"addiiton",0,0,1,0,0,0,0,0,0
"addin",1,0,0,0,0,0,0,0,0
"addional",0,0,0,0,0,1,0,0,0
"addiontal",0,0,0,0,1,0,0,0,0
"addithional",0,0,0,0,0,1,0,0,0
"additiional",0,0,3,1,0,0,0,0,0
"additio",0,0,0,0,0,1,0,0,0
"addition",242,460,2007,768,58,663,76,126,140
"additional",624,1541,3115,1004,281,2211,302,292,437
"additionalfunds",0,0,0,0,0,0,1,0,0
"additionalinformation",0,0,0,0,0,0,0,3,0
"additionally",145,302,2095,374,37,307,30,55,74
"additionallythe",0,0,0,1,0,0,0,0,0
"additionaly",0,0,1,0,0,0,0,0,0
"additioon",0,0,0,0,0,1,0,0,0
"additon",0,1,8,0,0,1,0,0,1
"additonal",1,7,4,2,1,1,1,3,0
"additonally",0,0,1,0,1,0,0,0,0
"additude",0,0,0,0,0,1,0,0,0
"addl",0,1,0,0,0,6,0,0,0
"addnl",0,0,0,0,0,1,0,0,0
"addon",1,0,0,0,0,0,0,0,0
"addr",0,3,3,0,0,0,0,0,0
"addres",1,0,1,1,0,0,0,0,0
"addreses",0,0,6,1,0,0,0,0,0
"addresing",1,0,0,0,0,0,0,0,0
"address",1583,2984,17028,5982,823,2210,342,344,518
"addressable",0,1,0,0,0,0,0,0,0
"addressand",0,0,1,0,0,0,0,0,0
"addresse",0,0,0,2,0,0,0,0,0
"addressed",2,8,29,12,2,7,1,1,5
"addressee",4,4,7,3,3,16,0,0,3
"addresses",0,0,9,0,0,0,0,0,0
"addressesshow",0,0,2,0,0,0,0,0,0
"addressesxxxx",0,0,1,0,0,0,0,0,0
"addressing",0,0,0,1,0,0,0,0,0
"addressis",0,0,0,0,0,1,0,0,0
"addressthis",1,0,0,0,0,0,0,0,0
"addressverification",0,0,0,0,0,0,1,0,0
"addressxxxx",1,0,7,3,0,1,1,0,0
"addrs",0,0,2,0,0,0,0,0,0
"addrsses",0,0,2,0,0,0,0,0,0
"addrsss",0,0,0,0,1,0,0,0,0
"addt",0,0,0,2,0,3,0,0,1
"addtiionally",0,0,3,0,0,0,0,0,0
"addtion",0,2,1,0,0,1,0,0,0
"addtional",0,1,4,4,0,0,1,0,0
"addtionally",1,1,0,0,0,0,0,0,0
"addtionalnfees",0,0,1,0,0,0,0,0,0
"addtionaly",0,0,0,0,0,0,0,1,0
"addy",4,0,2,0,0,1,0,0,0
"ade",0,0,0,1,0,0,0,0,0
"adea",0,0,0,1,0,0,0,0,0
"adept",1,0,0,0,0,0,0,1,0
"adequacy",0,0,3,0,0,1,0,0,0
"adequate",47,49,929,139,11,95,10,13,7
"adequatel",0,0,1,0,0,0,0,0,0
"adequately",15,21,1711,16,2,32,2,8,8
"adequatetime",0,0,0,0,0,0,0,1,0
"adequet",0,0,0,0,0,1,0,0,0
"adesa",0,0,0,0,0,0,0,0,1
"adherd",0,0,0,0,0,1,0,0,0
"adhere",18,26,742,40,7,43,3,7,11
"adhered",0,0,1,0,0,0,0,0,0
"adherence",0,0,12,0,1,2,0,0,1
"adherring",0,0,2,0,0,0,0,0,0
"adhesion",5,0,6,15,0,0,0,0,0
"adhoc",0,0,0,0,0,4,0,0,0
"adiquate",0,1,0,0,0,0,0,0,0
"adirondack",0,0,1,0,0,0,0,0,0
"adition",0,1,0,0,0,0,0,0,0
"adj",3,6,7,7,0,3,0,0,0
"adjacent",0,0,1,1,1,11,0,0,0
"adjmnt",0,0,1,3,0,0,0,0,0
"adjoin",0,0,0,0,0,3,0,0,0
"adjoining",0,1,0,0,0,0,0,0,0
"adjourn",0,0,0,0,0,4,0,0,0
"adjournment",0,0,0,2,0,6,0,0,0
"adju",0,0,1,3,0,0,0,0,0
"adjudge",0,0,1,0,0,5,0,0,0
"adjudicata",0,0,0,0,2,0,0,0,0
"adjudicate",9,10,38,6,1,1,0,1,0
"adjudication",5,0,16,1,1,1,2,2,3
"adjudicative",0,0,2,2,0,0,0,0,0
"adjunct",0,0,2,1,0,0,0,0,0
"adjusment",0,0,0,2,0,0,0,0,0
"adjust",22,153,256,126,16,268,18,41,39
"adjustable",0,1,7,17,0,66,0,2,0
"adjustafiable",0,0,1,0,0,0,0,0,0
"adjustble",0,0,0,0,0,1,0,0,0
"adjusted",1,5,10,4,0,21,2,7,2
"adjuster",5,5,76,161,0,39,5,0,18
"adjustersxxxx",0,0,0,1,0,0,0,0,0
"adjusting",1,0,0,0,0,2,0,0,0
"adjustm",0,0,0,18,0,0,0,0,0
"adjustment",58,324,343,326,10,241,11,45,39
"adjustmentmerchandiserobert",0,1,0,0,0,0,0,0,0
"adjustments",0,1,2,0,0,1,0,0,1
"adjustmentsxxxxxx",0,0,0,1,0,0,0,0,0
"adjustmenxxxx",1,0,0,0,0,0,0,0,0
"adjustnebt",0,0,0,0,0,1,0,0,0
"adjustor",0,0,0,2,0,6,2,0,0
"adjusts",0,0,1,1,0,2,0,0,0
"adk",0,0,0,0,0,1,0,0,0
"adked",0,0,1,0,0,0,0,0,0
"adler",0,0,0,1,0,0,0,0,0
"adm",0,0,1,0,0,2,0,0,0
"admidt",0,1,0,0,0,0,0,0,0
"admiited",0,0,2,0,0,0,0,0,0
"admin",7,7,136,13,0,12,3,3,5
"adminastration",0,0,0,1,0,0,0,0,0
"administer",9,19,90,61,4,24,0,8,6
"administers",0,2,4,0,0,0,1,3,0
"administraive",0,0,0,0,0,1,0,0,0
"administrate",0,2,1,0,0,1,0,0,0
"administration",54,28,146,47,8,77,6,16,17
"administratior",0,0,0,0,0,1,0,0,0
"administrative",9,13,114,79,4,92,3,103,2
"administratively",0,1,0,4,0,0,0,0,1
"administrator",24,16,45,28,7,23,17,5,20
"adminitrative",0,0,0,0,0,0,0,1,0
"adminstration",1,0,5,0,0,0,0,0,0
"admirable",0,0,1,0,0,0,0,0,0
"admiral",0,6,0,2,0,5,0,0,0
"admiralty",0,0,0,0,0,9,0,0,0
"admire",0,3,0,1,0,0,0,0,0
"admiring",1,0,0,0,0,0,0,0,0
"admissable",0,0,3,1,0,0,0,0,0
"admissible",0,0,2,16,0,0,0,0,0
"admission",15,18,62,168,3,21,2,14,2
"admist",0,0,0,1,0,0,0,0,0
"admistration",1,0,0,0,0,0,0,0,0
"admit",124,262,565,315,37,310,31,54,65
"admits",3,4,13,3,1,7,0,9,3
"admitssions",0,0,0,0,0,0,0,0,1
"admittance",1,1,19,6,1,1,1,0,1
"admitted",0,1,5,1,0,4,0,1,0
"admittedly",3,13,10,14,0,11,2,2,2
"admittenlty",1,0,0,0,0,0,0,0,0
"admitting",0,0,8,1,0,0,0,1,0
"admittingly",0,0,1,0,0,0,0,0,0
"admonish",0,3,1,10,0,1,0,0,0
"admonishment",0,1,3,0,0,1,0,0,0
"admonition",0,2,15,1,0,1,0,0,0
"adn",0,2,3,0,0,1,0,0,0
"ado",0,1,0,0,0,0,0,0,0
"adobe",0,0,0,0,0,2,0,0,0
"adobeacrobat",0,0,0,0,0,3,0,0,0
"adons",0,0,0,0,0,0,0,0,1
"adopt",4,5,15,19,11,16,0,2,3
"adopted",0,1,0,1,0,0,0,0,0
"adoption",0,1,8,0,5,1,0,1,0
"adoptive",0,1,3,1,0,1,0,0,0
"adopts",0,0,0,0,0,1,0,0,0
"adorn",0,0,0,0,0,1,0,0,0
"adout",0,0,0,1,0,0,0,0,0
"adove",0,0,1,0,0,0,0,0,0
"adownpayment",0,0,0,0,0,0,0,0,1
"adp",11,27,1,0,0,0,0,0,0
"adps",0,1,0,0,0,0,0,0,0
"adquired",0,0,2,0,0,0,0,0,0
"adr",2,0,1,1,2,20,0,0,0
"adress",4,8,39,13,4,2,0,0,2
"adressed",1,0,0,0,0,0,0,0,0
"adresses",0,2,22,2,0,0,0,0,0
"adressing",1,0,0,2,0,0,0,0,0
"adresss",0,0,0,0,1,0,0,0,0
"adrs",0,0,0,0,0,2,0,0,0
"adsta",0,0,1,0,0,0,0,0,0
"adstra",0,0,0,1,0,0,0,0,0
"adt",0,0,0,2,0,0,0,0,0
"adte",0,0,0,0,0,0,0,0,1
"adu",0,0,0,1,0,0,0,0,0
"adult",33,45,43,44,8,29,4,19,4
"adulterate",1,0,0,0,0,0,0,0,0
"adulterer",0,0,0,0,0,0,0,1,0
"adultery",0,0,0,1,0,0,0,0,0
"adulthood",0,2,2,1,0,1,0,1,0
"adv",4,4,1,3,1,1,0,0,0
"advanage",0,2,0,0,0,0,0,0,0
"advanatge",0,0,0,0,0,1,0,0,0
"advance",158,719,405,295,54,396,181,51,68
"advanceand",0,0,0,0,0,0,1,0,0
"advanced",6,16,13,28,2,32,3,4,1
"advancement",2,0,5,4,0,3,1,0,1
"advantage",153,345,995,251,42,346,77,81,124
"advantaged",0,0,1,0,0,1,0,0,0
"advantageous",1,2,0,0,0,5,2,2,1
"advantange",0,1,0,0,0,0,0,0,0
"advanve",1,0,0,0,0,0,1,0,0
"advatange",0,1,0,0,0,0,0,0,0
"adveersial",0,0,1,0,0,0,0,0,0
"adventure",0,0,3,0,0,1,0,0,0
"adversally",0,0,3,0,0,0,0,0,0
"adversarial",1,2,2,4,0,3,0,0,0
"adversary",0,1,5,2,0,5,0,0,0
"adverse",31,98,502,89,4,73,26,6,21
"adversely",2,63,217,57,4,37,4,12,9
"adverser",0,1,0,0,0,0,0,0,0
"adversity",0,2,0,0,0,1,1,0,0
"adversly",0,0,4,0,0,0,1,0,0
"advert",1,1,2,0,0,0,1,0,1
"advertently",0,0,0,0,1,1,0,0,0
"adverting",4,0,0,0,0,0,1,0,0
"advertise",154,389,132,26,80,93,30,18,44
"advertised",58,123,15,1,17,19,9,9,17
"advertisement",72,126,69,34,15,30,13,4,20
"advertisements",0,0,0,2,0,0,0,0,0
"advertiser",0,4,1,0,0,3,0,0,0
"advertises",1,9,1,1,5,1,0,1,3
"advertising",66,181,130,9,21,39,16,17,16
"advertisment",1,0,0,0,1,0,0,0,0
"advertistment",0,0,0,0,0,0,0,0,1
"advertize",0,2,0,0,1,1,0,0,0
"advertizement",0,1,0,0,0,0,0,0,0
"advfinancial",0,0,0,0,0,0,2,0,0
"advice",67,94,142,78,19,113,21,31,16
"adviced",0,1,4,3,1,2,1,0,0
"advices",0,0,1,1,0,1,0,0,0
"advidavit",0,0,3,0,0,0,0,0,0
"advided",0,0,4,0,0,0,0,0,0
"advied",1,0,0,0,0,0,0,0,0
"adviertised",1,0,0,0,0,0,0,0,0
"adviesed",0,0,0,0,0,1,0,0,0
"adviors",1,0,0,0,0,0,0,0,0
"advirtizing",0,0,0,0,2,0,0,0,0
"advisa",0,0,0,0,0,7,0,0,0
"advisable",1,1,48,127,0,3,0,0,0
"advisaril",0,0,0,0,0,1,0,0,0
"advisded",0,0,0,0,0,1,0,0,0
"advise",1002,1828,3711,2339,249,2133,299,285,569
"advised",7,10,52,79,2,11,8,0,7
"advisement",0,6,5,3,1,5,0,5,1
"adviser",3,4,18,6,1,12,2,3,0
"advises",1,4,4,0,0,1,1,1,0
"advising",1,9,9,13,0,10,2,2,1
"advisor",39,19,48,32,9,68,10,35,9
"advisory",10,6,24,0,2,6,0,12,0
"advocacy",17,21,40,8,0,15,2,17,4
"advocasy",0,0,0,0,0,0,0,0,1
"advocate",45,28,74,47,10,63,4,39,15
"advocatingthe",0,0,0,0,0,0,0,1,0
"advoing",1,0,0,0,0,0,0,0,0
"advsd",0,0,0,0,0,0,0,0,2
"advsed",0,0,0,1,0,0,0,0,0
"adware",0,1,0,0,0,0,0,0,0
"adwf",0,1,0,0,0,0,0,0,0
"ady",0,0,0,0,0,0,0,0,1
"aea",0,0,1,0,0,0,0,0,0
"aeads",0,0,0,0,0,1,0,0,0
"aed",0,0,0,1,6,0,0,0,0
"aee",0,0,3,0,0,0,0,0,0
"aend",0,0,0,1,0,0,0,0,0
"aeo",0,0,1,0,0,0,0,0,0
"aer",0,1,0,0,0,0,0,0,0
"aerial",0,0,0,0,1,0,0,0,0
"aeroplan",0,1,0,0,0,0,0,0,0
"aes",0,0,67,15,0,0,0,317,0
"aescalation",0,0,0,0,0,1,0,0,0
"aesobile",0,0,0,0,0,0,0,1,0
"aess",0,0,3,0,0,0,0,2,0
"aessuccess",0,0,0,0,0,0,0,2,0
"aesthetic",0,1,0,0,0,0,0,0,0
"aesthetics",0,0,0,1,0,0,0,0,0
"aexp",0,2,0,0,0,0,0,0,0
"aexperian",0,0,1,0,0,0,0,0,0
"afain",0,0,1,0,0,0,0,0,0
"afair",0,0,0,1,0,0,0,0,0
"afalert",0,1,0,0,0,0,0,0,0
"afalse",0,1,0,0,0,0,0,0,0
"afar",0,0,1,0,0,0,0,0,0
"afbc",0,0,0,0,0,0,0,4,0
"afc",0,0,0,0,0,1,0,0,0
"afcu",0,3,0,0,0,1,0,0,0
"afect",0,1,0,0,0,0,0,0,0
"afected",1,0,0,0,0,0,0,0,0
"afects",0,0,1,0,0,0,0,0,0
"afer",0,0,0,1,0,1,0,0,0
"afew",0,0,3,0,0,1,0,0,0
"afewdaysbeforeiwasservedthecomplaint",0,0,0,0,0,1,0,0,0
"aff",1,0,0,0,0,2,0,0,0
"affable",0,0,1,0,0,0,0,0,0
"affadavidit",0,0,2,0,0,0,0,0,0
"affadavit",2,0,12,7,0,0,1,0,0
"affadvit",0,0,1,0,0,0,0,0,0
"affadvits",0,1,2,0,0,0,0,0,0
"affai",0,0,2,0,0,0,0,0,0
"affair",37,30,199,60,6,80,3,3,21
"affctd",0,0,0,1,0,0,0,0,0
"affdavit",0,0,2,0,0,0,0,0,0
"affdavits",0,0,3,0,0,0,0,0,0
"affect",131,693,3857,864,38,565,90,144,200
"affected",7,48,746,36,5,17,12,13,8
"affecting",0,1,11,0,0,0,0,0,0
"affection",1,0,2,1,0,0,0,0,0
"affectionately",0,0,0,1,0,0,0,0,0
"affective",0,1,1,2,0,1,0,0,0
"affectively",0,0,0,1,0,0,0,0,0
"affeected",0,0,0,1,0,0,0,0,0
"affenct",0,0,1,0,0,0,0,0,0
"affeted",0,0,1,0,0,0,0,0,0
"afffairs",1,0,0,0,0,0,0,0,0
"afffect",0,0,1,0,0,0,0,0,0
"afffecting",0,0,4,0,0,0,0,0,0
"afffidavit",1,0,0,0,0,0,0,0,0
"afffidavits",0,0,0,0,0,0,0,0,1
"affiadavit",0,1,0,0,0,0,0,0,0
"affiant",0,8,4,27,1,1,0,0,0
"affidavdit",0,0,0,2,0,0,0,0,0
"affidavdt",0,0,0,1,0,0,0,0,0
"affidavi",0,0,3,0,0,0,0,0,0
"affidavid",0,1,0,0,0,0,0,0,0
"affidavit",160,206,2604,962,23,169,27,26,34
"affidavite",0,0,0,2,0,0,0,0,0
"affidavith",0,0,0,2,0,0,0,0,0
"affidavits",0,0,66,3,0,1,0,0,0
"affidivats",0,2,0,0,0,0,0,0,0
"affidvat",0,0,5,0,0,0,0,0,0
"affidvit",0,1,0,1,0,0,0,0,0
"affilate",0,0,0,3,0,0,0,0,0
"affilated",0,0,3,0,0,0,0,0,0
"affilates",0,0,0,1,0,0,0,0,0
"affiliate",32,101,525,157,22,89,22,7,12
"affiliateas",0,0,0,1,0,0,0,0,0
"affiliated",1,13,13,17,2,11,1,0,2
"affiliation",2,12,59,30,9,6,1,3,3
"affilliates",0,0,0,0,0,0,0,0,16
"affinia",0,0,0,0,0,2,0,0,0
"affinity",1,2,4,0,0,7,0,0,1
"affirm",7,11,174,28,4,28,2,5,11
"affirmation",1,2,56,8,0,8,0,0,2
"affirmative",1,7,21,9,1,5,0,1,0
"affirmatively",4,3,3,4,1,3,1,1,0
"affirmed",0,0,0,0,0,1,0,0,0
"affirming",0,1,1,0,0,2,0,0,0
"affirmnation",0,1,0,0,0,0,0,0,0
"affirms",0,1,1,1,0,3,0,1,1
"affividat",0,0,2,0,0,0,0,0,0
"affividavits",0,0,2,0,0,0,0,0,0
"affix",0,2,1,9,0,1,0,0,0
"affixation",0,0,3,0,0,0,0,0,0
"affixed",0,1,0,1,0,0,0,0,2
"affliation",0,0,4,0,0,0,0,0,0
"afflict",2,2,7,0,3,0,0,0,0
"affliction",0,0,0,0,0,0,1,0,0
"afflifiated",0,0,0,1,0,0,0,0,0
"affluent",1,1,0,0,0,1,0,0,0
"affomentioned",1,0,0,0,0,0,0,0,0
"afford",104,185,304,397,34,405,101,271,177
"affordability",0,0,1,1,0,6,1,1,0
"affordable",1,8,44,55,2,151,9,30,11
"affordably",0,1,0,0,0,3,0,0,0
"afforded",0,0,0,0,1,0,1,0,0
"affords",1,0,10,2,0,1,1,0,0
"affors",0,0,0,1,0,0,0,0,0
"affraid",0,0,0,1,0,1,0,0,0
"affront",0,0,0,0,0,1,0,0,1
"affronting",0,0,0,0,0,0,0,0,1
"afgreement",0,1,0,0,0,0,0,0,0
"afi",0,0,0,1,0,0,0,0,0
"afidavit",2,0,7,1,0,0,0,0,0
"afidavits",0,0,0,1,0,0,0,0,0
"afin",0,0,2,0,0,0,0,0,0
"afincial",1,0,0,0,0,0,0,0,0
"afini",0,0,0,3,0,0,0,0,0
"afirmation",0,0,0,0,0,1,0,0,0
"afirstsummonswouldnotbeneededregardingthesaidtransaction",0,0,0,1,0,0,0,0,0
"afl",0,0,0,2,0,0,0,0,0
"afloat",2,7,12,8,4,5,1,2,2
"afn",0,0,0,0,0,5,0,0,0
"afncorp",0,0,0,0,0,1,0,0,0
"afni",0,0,63,306,0,0,0,0,3
"afnis",0,0,0,1,0,0,0,0,0
"afoot",1,0,0,0,0,1,0,0,0
"aford",0,0,0,0,0,1,0,0,0
"afore",2,1,3,0,0,1,0,0,0
"aforeindicated",0,0,0,1,0,0,0,0,0
"aforemen",0,0,0,1,0,0,0,0,0
"aforementioned",26,42,155,143,12,59,5,10,2
"aforesaid",2,200,85,14,1,37,30,71,75
"aforethought",0,1,6,0,0,1,0,0,0
"afoul",0,5,4,0,0,0,0,0,0
"afr",0,0,0,0,0,9,0,0,0
"afraid",40,64,75,96,14,88,15,6,23
"afre",1,0,1,0,0,0,0,0,0
"afrementioned",0,1,0,0,0,0,0,0,0
"afrer",1,0,0,0,0,0,0,0,0
"afresh",0,0,0,0,0,2,0,0,0
"african",0,1,6,0,0,1,0,0,1
"afro",0,0,0,0,0,1,0,0,0
"afs",0,0,2,10,0,0,0,3,12
"aft",6,0,0,0,0,1,0,0,0
"afte",0,0,0,3,0,0,0,0,1
"aftegoing",1,0,0,0,0,0,0,0,0
"afterall",2,1,1,0,0,0,1,0,2
"aftermarket",0,0,0,0,0,0,0,0,5
"aftermath",2,1,17,1,3,1,1,0,3
"aftermay",0,0,0,0,0,0,0,0,1
"aftermy",0,0,0,1,0,0,1,0,0
"afternoon",96,98,132,78,38,145,19,10,16
"afterr",1,0,0,0,0,0,0,0,0
"afterreceivingthemessage",0,1,0,0,0,0,0,0,0
"afterschool",1,0,0,0,0,0,0,1,0
"aftert",0,0,2,0,0,0,0,0,0
"afterthe",0,1,0,0,0,0,0,0,0
"afterthought",0,1,0,0,0,0,0,0,0
"aftervmultiple",0,0,0,1,0,0,0,0,0
"afterward",4,20,42,16,5,17,2,2,9
"afterwards",31,44,69,42,20,33,10,6,12
"afterwhich",0,0,0,1,0,1,0,0,0
"afterword",0,0,0,1,0,0,0,0,0
"afterwords",0,0,0,4,0,2,0,0,1
"afterxx",0,2,0,0,0,0,0,0,0
"aftexxxx",1,0,0,0,1,0,0,0,0
"aftion",0,1,0,0,0,0,0,0,0
"aftre",0,0,0,1,0,0,0,0,0
"aftrer",0,0,0,1,0,0,0,0,0
"aftrr",0,0,2,1,0,0,0,0,0
"aftter",0,0,0,0,0,0,0,0,1
"afuneral",0,1,0,0,0,0,0,0,0
"afwul",0,0,0,0,0,1,0,0,0
"afx",1,0,0,0,0,0,0,0,0
"afyer",2,0,0,0,0,0,0,0,0
"agaencies",0,0,1,0,0,0,0,0,1
"agaency",0,0,0,0,0,0,0,0,1
"agai",1,1,0,0,0,1,0,0,0
"againand",0,1,0,0,0,0,0,0,0
"againest",0,0,0,0,0,0,0,0,1
